id,description
66609,Title: Relief Blocks from the Tomb of the Vizier Nespeqashuty. Date: ca. 664-610 B.C.E.. Classification: Fire/Heat. Medium: Limestone.
66616,Title: Relief Blocks from the Tomb of the Vizier Nespeqashuty. Date: ca. 664-610 B.C.E.. Classification: Sculpture. Medium: Limestone.
66619,Title: Relief Blocks from the Tomb of the Vizier Nespeqashuty. Date: ca. 664-610 B.C.E.. Classification: Sculpture. Medium: Limestone.
66624,Title: Relief Blocks from the Tomb of the Vizier Nespeqashuty. Date: ca. 664-610 B.C.E.. Classification: Sculpture. Medium: Limestone.
66639,Title: Relief Blocks from the Tomb of the Vizier Nespeqashuty. Date: ca. 664-610 B.C.E.. Classification: Sculpture. Medium: Limestone.
67987,Title: Bowl with Floral Decoration. Date: ca. 410 B.C.E.. Classification: Vessel. Medium: Silver.
73055,Title: Tile. Date: 19th century. Maker: Unknown. Classification: Tiles. Medium: Glazed earthenware.
73486,Title: Ewer. Date: 12th century. Classification: Ceramic. Medium: Porcelaneous stoneware with celadon glaze.
79877,Title: Cann. Date: ca. 1780. Maker: Thomas Underhill. Classification: Food/Drink. Medium: Silver.
83285,Title: Teapot. Date: ca. 1820. Maker: William Thomson. Classification: Food/Drink. Medium: Silver.
90655,"Title: Partial Column, from Penn Station, 31st to 33rd Streets between 7th and 8th Avenues, NYC (demolished 1964). Date: ca. 1910. Designer: Charles Follen McKim. Classification: Architectural Element. Medium: Travertine marble."
100542,Title: Relief Fragment of Shepenwepet II. Date: ca. 700 B.C.E.. Culture: Egyptian. Classification: Sculpture. Medium: Sandstone.
101494,Title: Augustus Graham Medal. Date: issued 1856. Maker: Allen & Moore. Classification: Medals. Medium: Silver.
102264,Title: Teapot. Date: ca. 1825. Maker: Sidney Gardiner. Classification: Food/Drink. Medium: Silver.
103225,Title: Wisconson Winged Bannerstone. Date: 4000-2000 B.C.E.. Classification: Sculpture. Medium: Spotted porphy stone.
106246,Title: Water Dropper. Date: 19th century. Classification: Ceramic. Medium: Porcelain with cobalt blue underglaze decoration.
109668,Title: Ewer. Date: ca.1905. Maker: Shreve & Company. Classification: Food/Drink. Medium: Silver.
112742,Title: Koma-Inu (Mouth Open); One of Pair. Date: early 13th century. Classification: Sculpture. Medium: Hinoki (cypress wood) with traces of pigment.
112743,Title: Koma-Inu (Mouth Closed); One of Pair. Date: early 13th century. Classification: Sculpture. Medium: Hinoki (cypress wood) with traces of pigment.
113650,Title: Tile. Date: ca. 1880. Maker: American Encaustic Tile Company Ltd.. Classification: Tiles. Medium: Glazed earthenware.
116858,Title: Shabty of Patepihu. Date: ca. 1400-1336 B.C.E.. Classification: Funerary Object. Medium: Limestone.
156191,Title: Head of a Male Deity. Date: 540-600 C.E.. Classification: Sculpture. Medium: Gray sandstone.
167085,Title: Bowl. Date: 12th century. Classification: Ceramic. Medium: Stoneware with celadon glaze.
167149,Title: Bowl. Date: last half 12th century. Classification: Ceramic. Medium: Stoneware with celadon glaze.
186988,"Title: Blossom. Date: 2007. Artist: Sanford Biggers. Classification: Media Art. Medium: Steel, plastic and synthetic fibers, wood, MIDI player piano system, Zoopoxy, pigment, soil, modelling clay, polyurethane foam."
188976,"Title: Fragments of Light 2. Date: 2003. Artist: Kelly Driscoll. Classification: Book. Medium: Glass, laser etched; ultrasuede binding."
207340,"Title: Chest. Date: ca. 1700. Culture: Peruvian. Classification: Furnishing. Medium: Polychromed and gilded leather, wood and iron."
218252,Title: Stele of a Standing Buddha. Date: 534-550 C.E.. Classification: Sculpture. Medium: Sandstone.
224789,"Title: Base for Temple Object. Date: ca. 17th century. Classification: Furnishing. Medium: Wood, pigment."
174,Title: A Madonna. Date: ca. 1890. Artist: William Ordway Partridge. Classification: Sculpture. Medium: Marble.
457,Title: The Bather. Date: ca. 1925. Artist: Robert Laurent. Classification: Sculpture. Medium: Alabaster.
920,Title: Negro Head. Date: n.d.. Artist: Harry Levine. Classification: Sculpture. Medium: Lignum vitae (wood).
2010,"Title: ""Ode to a Soapstone Monkey"" Cabinet-on-Stand. Date: 1988. Designer: Peter Shire. Classification: Furniture. Medium: SURREL (TM) solid surfacing material, Colorcore (TM), metal, porcelain, fluorescent bulb."
2027,"Title: Folding Chair. Date: 1982. Maker: Tom Loeser. Classification: Furniture. Medium: Wood, silvered metal."
2050,"Title: Klismos Side Chair with Cushion. Date: 1961. Designer: Terence Harold Robsjohn-Gibbings. Classification: Furniture. Medium: Walnut, leather, fabric."
2120,Title: Still the Nightmare. Date: 1987. Artist: Nancy Fried. Classification: Sculpture. Medium: Bronze.
2219,"Title: Armchair (Renaissance Revival style). Date: ca. 1870. Designer: John Jelliff & Company. Classification: Furniture. Medium: Walnut, burl walnut veneer, original upholstery."
2752,Title: Frances Kemble Butler. Date: ca. 1834. Artist: Henry Inman. Classification: Painting. Medium: Oil on canvas.
3137,Title: Mask of a Man’s Face. Date: ca. 1352-1332 B.C.E.. Classification: Sculpture. Medium: Terracotta.
3248,"Title: Stela of the Woman Takhenemet. Date: ca. 775-653 B.C.E.. Culture: Egyptian. Classification: Painting. Medium: Wood, gesso, pigment."
3366,Title: Hippo. Date: ca. 1938-1539 B.C.E.. Classification: Sculpture. Medium: Faience.
3608,Title: Ram's Head Amulet. Date: ca. 775-653 B.C.E. or later. Culture: Egyptian. Classification: Accessory. Medium: Jasper.
3609,Title: Molded Hemispherical Bowl. Date: 2nd-1st century B.C.E.. Classification: Vessel. Medium: Faience.
3734,Title: Temple Block Statue of a Man Connected to the Estate of a God's Wife of Amun. Date: ca. 775-653 B.C.E.. Culture: Egyptian. Classification: Sculpture. Medium: Diorite.
3778,"Title: Mummy Cartonnage of a Woman. Date: 1st century C.E.. Classification: Sculpture. Medium: Linen, gesso, gold leaf, glass, faience."
8739,Title: Flower Vase. Date: ca. 1900. Maker: Tiffany Studios. Classification: Vessel. Medium: Favrile glass.
11603,"Title: Engraved Whale Tooth. Date: late 19th century. Culture: Native Alaskan. Classification: Sculpture. Medium: Sperm whale tooth, black ash or graphite, oil."
20106,Title: Vase. Date: early 16th century. Classification: Vessel. Medium: Cloisonne enamel on copper alloy.
43571,"Title: Head from a Composite Statue. Date: ca. 1352-1336 B.C.E.. Classification: Sculpture. Medium: Yellow quartzite, pigment."
48970,Title: Samoans (Samoanerinnen). Date: 1911. Artist: Erich Heckel. Classification: Print. Medium: Woodcut on laid paper.
54003,"Title: Dish with a Seated Deer. Date: late 13th to 14th century. Classification: Ceramic. Medium: Ceramic, Sultanabad ware; fritware, painted in black, blue, and turquoise under a transparent glaze."
68003,"Title: Head of a Roman Nobleman, Possibly Marc Antony. Date: ca. 30 B.C.E.– 50 C.E.. Culture: Ptolemaic. Classification: Sculpture. Medium: Graywacke."
76656,Title: Variations from a Still Life. Date: 1936-1937; reworked 1951. Artist: Byron Browne. Classification: Painting. Medium: Oil and gouache on canvas.
86976,Title: Relief-Decorated Ovoid Bottle. Date: ca. 945 B.C.E.-718 B.C.E.. Culture: Egyptian. Classification: Vessel. Medium: Faience.
96504,Title: Section of a Ceiling from the Narinjistan Mansion. Date: ca. 1870. Classification: Architectural Element. Medium: Polychrome and metallic pigments on wood.
96505,Title: Section of a Ceiling from the Narinjistan Mansion. Date: ca. 1870. Classification: Architectural Element. Medium: Polychrome and metallic pigments on wood.
112610,Title: Water Dropper. Date: 19th century. Classification: Ceramic. Medium: Porcelain with cobalt blue underglaze decoration.
118487,"Title: Mummified Ibis. Date: 664-332 B.C.E.. Classification: Remains, Animal. Medium: Animal remains, linen."
119440,Title: Winged Scarab. Date: 664-332 B.C.E.. Classification: Document. Medium: Faience.
148123,Title: Star and Cloud Mirror. Date: 206 B.C.E.-220 C.E.. Classification: Accessory. Medium: Bronze.
152730,"Title: Bowl, 1 of 4. Date: 11th-12th century. Classification: Vessel. Medium: Glass."
163639,Title: Fresh Water Jar (Mizusashi). Date: 1999. Artist: Kaneta Masanao. Classification: Vessel. Medium: Hagi ware: Glazed Stoneware.
168059,"Title: Head and Torso of a Man. Date: 1950-1980. Artist: Cecilia N.. Classification: Sculpture. Medium: Bone, pigment."
168068,"Title: Bird in Nest. Date: 1950-1980. Culture: Inuit. Classification: Sculpture. Medium: Ivory, bone joint."
168073,Title: Fish Form on an Antler. Date: 1950-1980. Artist: Bobby Qajuurtaq Tarkirk. Classification: Sculpture. Medium: Antler.
168083,"Title: Walrus. Date: 1950-1980. Culture: Inuit. Classification: Sculpture. Medium: Ivory, pigment."
168293,"Title: Jan Martense Schenck House (or Schenck-Crooke House), Flatlands, Brooklyn. Date: ca. 1675-1676. Classification: Period House or Room. Medium: Whole house."
183776,Title: Millennium Corner Runners. Date: 1974-1979. Artist: Judy Chicago. Classification: Sculpture. Medium: Cloth.
211247,"Title: Pair of Earrings. Date: 6th century C.E.. Culture: Korean. Classification: Jewelry. Medium: Gold, probably over a lacquer core."
211464,Title: Sake Cup. Date: 1990. Artist: Shigemasa Higashida. Classification: Vessel. Medium: Glazed stoneware; oribe ware.
21,Title: Setter. Date: 1894. Artist: Alexander Phimister Proctor. Classification: Sculpture. Medium: Bronze.
218,"Title: On Synepuxent Bay, Maryland. Date: 1876. Artist: Arthur Quartley. Classification: Painting. Medium: Oil on canvas."
1083,"Title: Side Chair. Date: 1872. Maker: Thomas Brooks. Classification: Furniture. Medium: Walnut, modern upholstery."
1183,Title: Head of a Young Bulgarian. Date: 1920. Artist: Oscar Miestchaninoff. Classification: Sculpture. Medium: Bronze with stone base.
1206,Title: Dish. Date: ca. 1910. Maker: Tiffany Studios. Classification: Vessel. Medium: Opalescent glass.
1255,Title: Cup and Saucer. Date: ca. 1850. Decorator: Charles Cartlidge & Co.. Classification: Ceramic. Medium: Porcelain.
1305,"Title: Lamp. Date: ca. 1900. Maker: Handel & Company. Classification: Light. Medium: Glass, lead and bronze."
1365,Title: Salad Bowl. Date: ca. 1885. Manufacturer: Union Porcelain Works. Classification: Food/Drink. Medium: Porcelain.
1374,Title: Large Cup and Saucer. Date: ca. 1880. Manufacturer: Union Porcelain Works. Classification: Ceramic. Medium: Porcelain.
1398,Title: Vase. Date: ca. 1884. Manufacturer: Union Porcelain Works. Classification: Ceramic. Medium: Porcelain.
1410,Title: Tea Cup and Saucer. Date: ca. 1894. Manufacturer: Union Porcelain Works. Classification: Ceramic. Medium: Porcelain.
1414,Title: Bust. Date: late 19th century. Manufacturer: Union Porcelain Works. Classification: Ceramic. Medium: High-fired ceramic.
1415,Title: Bust of a Child: Pierre van Arsdale Smith. Date: late 19th century. Artist: Karl L. H. Mueller. Classification: Ceramic. Medium: Unglazed porcelain.
1447,Title: Plate. Date: before 1705. Maker: William Horsewell. Classification: Food/Drink. Medium: Pewter.
1473,"Title: Box with Lid. Date: ca. 1930. Manufacturer: Ingraham Company. Classification: Container. Medium: Cedar, steel plate."
1476,"Title: Champagne Glass, ""St. Tropez,""  Part of Nine-Piece Setting. Date: ca.1933. Manufacturer: Steuben Glass, a division of Corning Glass Works, 1903-2011. Classification: Food/Drink. Medium: Glass."
1477,"Title: Sherbet Glass and Plate, ""St. Tropez,""  Part of Nine-Piece Setting. Date: ca.1933. Manufacturer: Steuben Glass, a division of Corning Glass Works, 1903-2011. Classification: Food/Drink. Medium: Glass."
1564,"Title: Lamp. Date: ca. 1905. Maker: Tiffany Studios. Classification: Light. Medium: Bronze, stained glass."
1586,"Title: ""Grasshopper"" Highback Armchair. Date: Designed ca. 1947, Manufactured ca. 1948. Designer: Eero Saarinen. Classification: Furniture. Medium: Bentwood, wool."
1595,Title: Flask. Date: ca. 1820-1840. Culture: American. Classification: Ceramic. Medium: Stoneware.
1626,"Title: Salt, Lafayette Boat. Date: ca. 1825. Maker: Boston and Sandwich Glass Company. Classification: Commemorative. Medium: Glass."
1690,"Title: Stem Glass, ""Theme Formal Ware"". Date: ca. 1963. Designer: Russel Wright. Classification: Food/Drink. Medium: Glass."
1712,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1713,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1714,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1715,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1716,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1717,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1718,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1719,Title: Tile. Date: 1882-1885. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1720,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1721,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1722,Title: Tile. Date: 1882-1888. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1725,Title: Vase. Date: ca. 1951. Maker: Maija Grotell. Classification: Ceramic. Medium: Glazed earthenware.
1734,"Title: Clock. Date: ca. 1935. Designer: Gilbert Rohde. Classification: Time, Calendar. Medium: Burled veneer over maple (?), metal."
1737,Title: Tile. Date: ca. 1882. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1738,Title: Tile. Date: ca. 1885. Manufacturer: International Tile Company. Classification: Tiles. Medium: Earthenware.
1739,Title: Four-Piece Flatware Setting. Date: ca. 1950-1958. Designer: Russel Wright. Classification: Food/Drink. Medium: Stainless steel.
1755,"Title: Tray, from Four-Piece Corn Set. Date: mid 1930s. Designer: Russel Wright. Classification: Food/Drink. Medium: Chromed metal, glass."
1756,"Title: Butter Pitcher, from Four-piece Corn Set. Date: mid 1930s. Designer: Russel Wright. Classification: Food/Drink. Medium: Chromed metal, glass."
1757,"Title: Salt Shaker, from Four-piece Corn Set. Date: mid 1930s. Designer: Russel Wright. Classification: Food/Drink. Medium: Chromed metal."
1758,"Title: Pepper Shaker, from Four-piece Corn Set. Date: mid 1930s. Designer: Russel Wright. Classification: Food/Drink. Medium: Chromed metal."
1759,"Title: Buffet Plate from Four-Piece Setting, ""Tuxedo"". Date: ca. 1985. Designer: Gwathmey Siegel. Classification: Food/Drink. Medium: Porcelain."
1760,"Title: Luncheon Plate, from Four-Piece Setting, ""Tuxedo"". Date: ca. 1985. Designer: Gwathmey Siegel. Classification: Food/Drink. Medium: Porcelain."
1761,"Title: Cup and Saucer, from Four-piece Place Setting, ""Tuxedo"". Date: ca. 1985. Designer: Gwathmey Siegel. Classification: Food/Drink. Medium: Porcelain."
1762,"Title: Buffet Plate, from Four-Piece ""Notebook"" Setting. Date: ca. 1985. Designer: Robert Venturi. Classification: Food/Drink. Medium: Porcelain."
1763,"Title: Luncheon Plate, from Four-Piece ""Notebook"" Setting. Date: ca. 1985. Designer: Robert Venturi. Classification: Food/Drink. Medium: Porcelain."
1764,"Title: Cup and Saucer from Four-Piece ""Notebook"" Setting. Date: ca. 1985. Designer: Robert Venturi. Classification: Food/Drink. Medium: Porcelain."
1765,"Title: Buffet Plate, from Four-Piece ""Grandmother"" Setting. Date: ca. 1985. Designer: Robert Venturi. Classification: Food/Drink. Medium: Porcelain."
1766,"Title: Luncheon Plate, from Four-Piece ""Grandmother"" Setting. Date: ca. 1985. Designer: Robert Venturi. Classification: Food/Drink. Medium: Porcelain."
1767,"Title: Cup and Saucer, from Four-Piece ""Grandmother"" Setting. Date: ca. 1985. Designer: Robert Venturi. Classification: Food/Drink. Medium: Porcelain."
1768,"Title: Buffet Plate, ""Anna"" Pattern. Date: ca. 1985. Designer: Richard Meier. Classification: Ceramic. Medium: Porcelain."
1769,"Title: Buffet Plate, Sunshine Pattern. Date: ca. 1985. Designer: Stanley Tigerman. Classification: Ceramic. Medium: Porcelain."
1770,"Title: Buffet Plate, Heaven Pattern. Date: ca. 1985. Designer: Stanley Tigerman. Classification: Ceramic. Medium: Porcelain."
